CatalogEntryAssociation
PartNumber,AssociationType,TargetPartNumber,Sequence,Quantity
F0745,REPLACEMENT,F0747-R03A,200,1
F0745,REPLACEMENT,F0747-R04A,200,1
F0745,REPLACEMENT,F0747-R05A,200,1
F0745,REPLACEMENT,F0747-R06A,200,1
F0745,REPLACEMENT,F0747-R07A,200,1
F0745,REPLACEMENT,F0747-R08A,200,1
F0745,REPLACEMENT,F0747-R02A,200,1
F0745,GIFTMSG,GM,200,1
F0745,GIFTWRAP,GW6VB,400,1
F0749,REPLACEMENT,G2000-R06A,200,1
F0749,REPLACEMENT,F0751-R01A,200,1
F0749,REPLACEMENT,F0751-R02A,200,1
F0749,REPLACEMENT,F0751-R03A,200,1
F0749,REPLACEMENT,F0751-R04A,200,1
F0749,REPLACEMENT,F0751-R05A,200,1
F0749,REPLACEMENT,F0751-R06A,200,1
F0753,REPLACEMENT,G2000-R12A,200,1
F0753,REPLACEMENT,F0755-R04A,200,1
F0753,REPLACEMENT,G0604-R30A,200,1
F0753,REPLACEMENT,F0755-R03A,200,1
F0753,REPLACEMENT,F0755-R02A,200,1
F0761,REPLACEMENT,G2000-R05A,200,1
F0761,REPLACEMENT,G0604-R31A,200,1
F0761,REPLACEMENT,F0763-R01A,200,1
F0761,REPLACEMENT,F0763-R03A,200,1
F0761,REPLACEMENT,F0763-R04A,200,1
F0826,REPLACEMENT,F0832-R02A,200,1
F0850,REPLACEMENT,G2000-R06A,200,1
F0850,REPLACEMENT,F0856-R02B,200,1
F0882,REPLACEMENT,G2000-R04A,200,1
F0882,REPLACEMENT,F0884-R02B,200,1
F0886,REPLACEMENT,T6596-R02B,200,1
F0886,REPLACEMENT,F0888-R01A,200,1
F0886,REPLACEMENT,F0888-R02A,200,1
D6068,REPLACEMENT,06-771B1M,200,1
D6068,GIFTWRAP,GW6BW,500,1
D6068,GIFTWRAP,GW6VB,400,1
D6068,GIFTMSG,GM,200,1
X7759,QUICK,BGC28,100,1
X7759,QUICK,W8785,100,1
X7759,QUICK,D9776,10,1
X7760,QUICK,BLT02,100,1
X7760,QUICK,N7297,100,1
X7761,QUICK,W8787,100,1
Y3505,QUICK,BMB01,100,1
Y3505,QUICK,D9775,10,1
Y4089,QUICK,CBN20,100,1
Y4089,QUICK,Y4500,100,1
DFN25,QUICK,CMF03,0,1
02BUN03,COORD,DKH84,500,1
02BUN04,COORD,CKW11,200,1
02BUN04,COORD,BKD69,300,1
02BUN04,COORD,CKB87,500,1
02BUN04,COORD,CKB88,400,1
02BUN05,COORD,DKH93,300,1
02BUN05,COORD,DKH83,400,1
02BUN05,COORD,DKH98,500,1
02BUN05,COORD,DKM86,200,1
02BUN06,COORD,DKH86,400,1
02BUN06,COORD,DKH85,300,1
02BUN06,COORD,DKH84,200,1
02BUN08,COORD,F7886,500,1
02BUN08,COORD,CKB89,200,1
02BUN11,COORD,F7641,500,1
02BUN12,COORD,F9709,200,1
02BUN12,COORD,CKB96,300,1
02BUN12,COORD,CKB95,400,1
F2825,MINI_CART,BKF87,100,1
F2825,GIFTWRAP,GW6BW,500,1
F2829,GIFTMSG,GM,200,1
F2829,GIFTWRAP,GW6BW,500,1
F2829,GIFTWRAP,GW6VB,400,1
F2829,YMAL,F7886,100,1
F2829,YMAL,BKF89,400,1
F2829,YMAL,F9566,300,1
F2829,YMAL,BKF87,200,1
F2829,SHOPPING_CART,F4055,600,1
F2829,SHOPPING_CART,F6569,300,1
F2829,SHOPPING_CART,BKB81,200,1
F2829,SHOPPING_CART,F9566,100,1
F2829,MINI_CART,F7886,400,1
F2829,MINI_CART,BKF89,300,1
F2829,MINI_CART,F9566,200,1
F2829,MINI_CART,BKF87,100,1
F2834,COORD,F1093,500,1
F2834,GIFTMSG,GM,200,1
F2834,COORD,F4664,400,1
F2834,GIFTWRAP,GW6BW,500,1
F2834,GIFTWRAP,GW6VB,400,1
F2849,GIFTWRAP,GW6VB,400,1
F2849,GIFTWRAP,GW6BW,500,1
F2849,GIFTMSG,GM,200,1
F2849,MINI_CART,F9566,100,1
F2849,YMAL,F4055,400,1
F2849,YMAL,F9566,300,1
F2849,SHOPPING_CART,F7886,500,1
F2849,SHOPPING_CART,F4055,400,1
F2849,SHOPPING_CART,F6569,200,1
F2849,SHOPPING_CART,F9566,100,1
F2849,MINI_CART,F4055,400,1
F2849,MINI_CART,F6569,200,1
F3081,GIFTWRAP,GW6BW,500,1
F2444,GIFTMSG,GM,200,1
F2444,GIFTWRAP,GW6BW,500,1
F2444,GIFTWRAP,GW6VB,400,1
F2448,GIFTWRAP,GW6VB,400,1
F2448,GIFTWRAP,GW6BW,500,1
F2448,GIFTMSG,GM,200,1
F2456,GIFTMSG,GM,200,1
F2456,GIFTWRAP,GW6BW,500,1
F2456,GIFTWRAP,GW6VB,400,1
F2460,GIFTWRAP,GW6BW,500,1
F2460,GIFTWRAP,GW6VB,400,1
F2460,MINI_CART,CKK13,200,1
F2460,COORD,G1240,500,1
F2460,GIFTMSG,GM,200,1
F2460,SHOPPING_CART,G1482,600,1
F2460,SHOPPING_CART,G1228,800,1
F2460,MINI_CART,F9566,300,1
F2460,SHOPPING_CART,F9566,300,1
F2460,COORD,G1228,400,1
F2460,SHOPPING_CART,F6569,400,1
F2472,GIFTWRAP,GW6BW,500,1
F2472,GIFTWRAP,GW6VB,400,1
F2472,MINI_CART,V8141,400,1
F2472,GIFTMSG,GM,200,1
F2472,SHOPPING_CART,BKC23,900,1
F2472,SHOPPING_CART,F9566,200,1
F2472,SHOPPING_CART,F6569,300,1
F2472,SHOPPING_CART,F6213,700,1
F2472,MINI_CART,F2834,500,1
F2486,GIFTWRAP,GW6VB,400,1
F2486,GIFTWRAP,GW6BW,500,1
F2486,SHOPPING_CART,F6569,300,1
F2486,COORD,F2032,200,1
F2486,SHOPPING_CART,F6213,700,1
F2486,MINI_CART,F8253,200,1
F2486,SHOPPING_CART,BKC23,900,1
F2486,MINI_CART,F4640,500,1
F2486,SHOPPING_CART,F4670,500,1
F2486,MINI_CART,F2032,300,1
F2486,GIFTMSG,GM,200,1
F2486,COORD,F4640,300,1
F2486,SHOPPING_CART,F9566,200,1
F2486,COORD,CKK20,400,1
F2809,COORD,F4670,300,1
F2488,GIFTWRAP,GW6BW,500,1
F2488,GIFTWRAP,GW6VB,400,1
F2488,GIFTMSG,GM,200,1
F2488,SHOPPING_CART,F6213,700,1
F2488,SHOPPING_CART,F9566,200,1
F2488,SHOPPING_CART,F6569,300,1
F2488,COORD,CKK20,500,1
F2488,MINI_CART,F4670,500,1
F2488,MINI_CART,F4642,500,1
F2488,SHOPPING_CART,BKC23,900,1
F2488,MINI_CART,F2486,300,1
F2488,COORD,F4640,400,1
F2488,COORD,F1098,200,1
F2492,GIFTWRAP,GW6VB,400,1
F2492,GIFTMSG,GM,200,1
F2492,COORD,F1093,500,1
F2492,GIFTWRAP,GW6BW,500,1
F2718,SHOPPING_CART,F9566,300,1
F2718,MINI_CART,F6569,300,1
F2718,GIFTMSG,GM,200,1
F2718,SHOPPING_CART,F6213,900,1
F2718,GIFTWRAP,GW6VB,400,1
F2718,REPLACEMENT,06-541B,200,1
F2718,REPLACEMENT,06-541L1,200,1
F2718,REPLACEMENT,F6311-A01A,200,1
F2718,REPLACEMENT,F6311-A02B,200,1
F2718,REPLACEMENT,F6311-A04A,200,1
F2718,REPLACEMENT,F2720-A02A,200,1
F2718,REPLACEMENT,F2720-A03A,200,1
F2718,GIFTWRAP,GW6BW,500,1
F2718,SHOPPING_CART,CKK19,700,1
F2722,GIFTWRAP,GW6BW,500,1
F2722,SHOPPING_CART,F9566,300,1
F2722,GIFTWRAP,GW6VB,400,1
F2722,GIFTMSG,GM,200,1
F2722,SHOPPING_CART,F6213,900,1
F2722,SHOPPING_CART,F6569,700,1
F2722,MINI_CART,CKK19,0,1
F2770,GIFTMSG,GM,0,1
F2770,GIFTWRAP,GW6VB,0,1
F2770,GIFTWRAP,GW6BW,0,1
F2799,GIFTWRAP,GW6BW,0,1
F2799,GIFTWRAP,GW6VB,0,1
F2799,GIFTMSG,GM,0,1
F2809,GIFTWRAP,GW6BW,500,1
F2809,GIFTWRAP,GW6VB,400,1
F2809,GIFTMSG,GM,200,1
F2809,SHOPPING_CART,F6213,700,1
F2809,COORD,F8283,400,1
F2809,SHOPPING_CART,BKC23,900,1
F2809,COORD,F4668,200,1
F2809,SHOPPING_CART,F6569,300,1
F2809,MINI_CART,CKK12,400,1
F2809,MINI_CART,CKK20,500,1
F2809,MINI_CART,F1098,300,1
F2809,COORD,F8286,500,1
F2809,SHOPPING_CART,F9566,200,1
F2821,GIFTWRAP,GW6BW,500,1
F2821,GIFTMSG,GM,200,1
F2821,YMAL,F7886,100,1
F2821,YMAL,BKF89,400,1
F2821,YMAL,F9566,300,1
F2821,YMAL,BKF87,200,1
F2821,SHOPPING_CART,F4055,600,1
F2821,SHOPPING_CART,F6569,300,1
F2821,SHOPPING_CART,BKB81,200,1
F2821,SHOPPING_CART,F9566,100,1
F2821,MINI_CART,F7886,400,1
F2821,MINI_CART,BKF89,300,1
F2821,MINI_CART,F9566,200,1
F2821,MINI_CART,BKF87,100,1
F2821,GIFTWRAP,GW6VB,400,1
F2825,GIFTWRAP,GW6VB,400,1
F2825,GIFTMSG,GM,200,1
F2825,YMAL,F7886,100,1
F2825,YMAL,BKF89,400,1
F2825,YMAL,F9566,300,1
F2825,YMAL,BKF87,200,1
F2825,SHOPPING_CART,F4055,600,1
F2825,SHOPPING_CART,F6569,300,1
F2825,SHOPPING_CART,BKB81,200,1
F2825,SHOPPING_CART,F9566,100,1
F2825,MINI_CART,F7886,400,1
F2825,MINI_CART,BKF89,300,1
F2825,MINI_CART,F9566,200,1
F1382,COORD,CKK19,0,1
F1382,COORD,BKC45,0,1
02BUN29,COORD,BKD83,0,1
02BUN37,COORD,DKH84,300,1
02BUN37,COORD,02BUN05,200,1
02BUN37,COORD,DKH92,400,1
04BUN01,COORD,DRK36,200,1
04BUN01,COORD,DNG43,500,1
04BUN09,COORD,CMV35,900,1
04BUN09,COORD,DNG43,600,1
04BUN11,COORD,DND48,200,1
04BUN17,COORD,DNJ98,400,1
04BUN17,COORD,DNJ97,300,1
04BUN17,COORD,DND48,200,1
04BUN20,COORD,DRL49,500,1
04BUN31,COORD,CMG58,0,1
F1360,MINI_CART,F6569,300,1
F1360,SHOPPING_CART,F6213,900,1
F1360,GIFTMSG,GM,200,1
F1360,SHOPPING_CART,F6569,700,1
F1360,SHOPPING_CART,F9566,300,1
F1360,GIFTWRAP,GW6VB,400,1
F1360,REPLACEMENT,F1362-A03A,200,1
F1360,REPLACEMENT,F1362-A02A,200,1
F1360,REPLACEMENT,F1362-A04A,200,1
F1360,GIFTWRAP,GW6BW,500,1
F1364,REPLACEMENT,06-773B1,200,1
F1364,REPLACEMENT,F1366-A02A,200,1
F1368,REPLACEMENT,F1370-A08A,200,1
F1368,REPLACEMENT,F1370-A03A,200,1
F1368,REPLACEMENT,F1370-A02A,200,1
F1368,REPLACEMENT,F1370-A01A,200,1
F1368,REPLACEMENT,F1370-A09A,200,1
F1378,GIFTWRAP,GW6BW,500,1
F1378,GIFTWRAP,GW6VB,400,1
F1378,REPLACEMENT,F1380-A02A,200,1
F1378,REPLACEMENT,F1380-A01A,200,1
F1378,REPLACEMENT,F7155-A12A,200,1
F1378,REPLACEMENT,F1380-A03A,200,1
F1378,MINI_CART,CKK19,0,1
F1378,SHOPPING_CART,F6569,700,1
F1378,SHOPPING_CART,F9566,300,1
F1378,MINI_CART,F6569,300,1
F1378,SHOPPING_CART,F6213,900,1
F1378,GIFTMSG,GM,200,1
F1382,GIFTWRAP,GW6BW,500,1
F1382,GIFTWRAP,GW6VB,400,1
F1382,COORD,BKC58,0,1
F1382,COORD,BKC46,0,1
F1382,GIFTMSG,GM,200,1
F1382,SHOPPING_CART,F6213,900,1
F1382,SHOPPING_CART,F6569,700,1
F1382,SHOPPING_CART,F9566,300,1
F1386,REPLACEMENT,F0534-A05A,200,1
F1386,REPLACEMENT,F0534-A03A,200,1
F1386,REPLACEMENT,F0534-A04A,200,1
F1682,REPLACEMENT,F1684-R04A,200,1
F1682,REPLACEMENT,G0604-R33A,200,1
F1686,REPLACEMENT,G2000-R06A,200,1
F1686,REPLACEMENT,G0604-R35A,200,1
F1686,REPLACEMENT,F1688-R02A,200,1
F1686,GIFTWRAP,GW6BW,0,1
F1686,GIFTMSG,GM,0,1
F1686,GIFTWRAP,GW6VB,0,1
F1690,REPLACEMENT,G2000-R05A,200,1
F1690,REPLACEMENT,G0604-R03A,200,1
F1690,REPLACEMENT,F1692-R01A,200,1
F1690,REPLACEMENT,F1692-R02A,200,1
F1690,REPLACEMENT,F1692-R03A,200,1
F1690,REPLACEMENT,F1692-R04A,200,1
F1694,GIFTWRAP,GW6BW,500,1
F1694,GIFTWRAP,GW6VB,400,1
F1694,REPLACEMENT,06-541B,200,1
F1694,REPLACEMENT,G2000-R02A,200,1
F1694,MINI_CART,06BUN89,0,1
F1694,GIFTMSG,GM,200,1
F1694,SHOPPING_CART,F6569,300,1
F1694,SHOPPING_CART,BKC23,800,1
F1694,MINI_CART,G1753,500,1
F1694,SHOPPING_CART,F9566,200,1
F1694,MINI_CART,BKB81,200,1
F1694,COORD,F1729,300,1
F1694,COORD,F1719,200,1
F1713,REPLACEMENT,F1715-R02A,200,1
F1713,REPLACEMENT,F1715-R03A,200,1
F1713,REPLACEMENT,F1715-R04A,200,1
F1719,REPLACEMENT,F1721-R01A,200,1
F1719,REPLACEMENT,G2000-R05A,200,1
F1719,REPLACEMENT,G0604-R12A,200,1
F1719,REPLACEMENT,F1721-R02A,200,1
F1719,REPLACEMENT,F1721-R03A,200,1
F1719,REPLACEMENT,F1721-R04A,200,1
F1725,REPLACEMENT,F1727-R01A,200,1
F1725,REPLACEMENT,F1727-R02A,200,1
F1725,REPLACEMENT,F1727-R03A,200,1
F1725,REPLACEMENT,F1727-R04A,200,1
F1729,REPLACEMENT,G2000-R05A,200,1
F1729,REPLACEMENT,G0604-R26A,200,1
F1729,REPLACEMENT,F1731-R03A,200,1
F1729,REPLACEMENT,F1731-R01A,200,1
F1729,REPLACEMENT,F1731-R02A,200,1
F1729,REPLACEMENT,F1731-R04A,200,1
F1729,REPLACEMENT,F1731-R05A,200,1
F1729,REPLACEMENT,F1731-R06A,200,1
F1732,GIFTWRAP,GW6BW,500,1
F1732,REPLACEMENT,F1735-R13A,200,1
F1732,REPLACEMENT,F1735-R02A,200,1
F1732,REPLACEMENT,F1735-R03A,200,1
F1732,REPLACEMENT,F1735-R04A,200,1
F1732,REPLACEMENT,F1735-R05A,200,1
F1732,REPLACEMENT,F1735-R06A,200,1
F1732,REPLACEMENT,F1735-R07A,200,1
F1732,REPLACEMENT,F1735-R08A,200,1
F1732,REPLACEMENT,F1735-R09A,200,1
F1732,REPLACEMENT,F1735-R10A,200,1
F1732,REPLACEMENT,F1735-R01A,200,1
F1732,SHOPPING_CART,F9566,200,1
F1732,SHOPPING_CART,BKC23,800,1
F1732,GIFTMSG,GM,200,1
F1732,SHOPPING_CART,F6569,300,1
F1732,COORD,F6192,400,1
F1732,GIFTWRAP,GW6VB,400,1
F1732,MINI_CART,DMW65,0,1
F1802,GIFTWRAP,GW6VB,0,1
F1802,GIFTWRAP,GW6BW,0,1
F1825,REPLACEMENT,F1826-G02A,200,1
F1827,REPLACEMENT,F1829-G01A,200,1
F1827,GIFTWRAP,GW6VB,0,1
F1827,GIFTMSG,GM,0,1
F1827,GIFTWRAP,GW6BW,0,1
F1830,REPLACEMENT,F1831-G02A,200,1
F1830,REPLACEMENT,F1831-G01A,200,1
F1979,REPLACEMENT,06-771B1M,200,1
F2032,COORD,CKK20,400,1
F2032,SHOPPING_CART,F6213,700,1
F2032,MINI_CART,F4640,500,1
F2032,MINI_CART,F1098,300,1
F2032,COORD,F4640,300,1
F2032,COORD,F1098,200,1
F2032,SHOPPING_CART,F4670,500,1
F2032,SHOPPING_CART,F6569,300,1
F2032,GIFTMSG,GM,200,1
F2032,SHOPPING_CART,F9566,200,1
F2032,SHOPPING_CART,BKC23,900,1
F2032,GIFTWRAP,GW6VB,400,1
F2032,GIFTWRAP,GW6BW,500,1
F2032,MINI_CART,CKK10,400,1
F2248,COORD,DLF59,300,1
F2248,GIFTMSG,GM,200,1
F2248,GIFTWRAP,GW6BW,500,1
F2248,COORD,DGH71,500,1
F2248,GIFTWRAP,GW6VB,400,1
F2250,GIFTWRAP,GW6BW,500,1
F2250,GIFTWRAP,GW6VB,400,1
F2250,SHOPPING_CART,V8248,700,1
F2250,MINI_CART,D1658,500,1
F2250,SHOPPING_CART,F6569,300,1
F2250,MINI_CART,F5284,300,1
F2250,GIFTMSG,GM,200,1
F2250,MINI_CART,V8248,200,1
F2250,SHOPPING_CART,F9566,200,1
F2250,COORD,V8248,500,1
F2309,REPLACEMENT,F8163-F82A,200,1
F2309,REPLACEMENT,F8163-F81A,200,1
F2309,REPLACEMENT,F6263-F03A,200,1
F2309,REPLACEMENT,F6263-F02A,200,1
F2309,REPLACEMENT,F6263-F01A,200,1
F2309,REPLACEMENT,F2310-F09A,200,1
F2309,REPLACEMENT,F2310-F04A,200,1
F2309,REPLACEMENT,F2310-F03A,200,1
F2309,REPLACEMENT,F2310-F02A,200,1
F2309,REPLACEMENT,F2310-F01A,200,1
F2316,GIFTWRAP,GW6BW,500,1
F2316,GIFTMSG,GM,200,1
F2316,MINI_CART,W0900,500,1
F2316,SHOPPING_CART,F6569,900,1
F2316,SHOPPING_CART,F9566,800,1
F2316,GIFTWRAP,GW6VB,400,1
F2316,MINI_CART,F9254,100,1
F2316,YMAL,F9254,200,1
F2316,SHOPPING_CART,F9254,200,1
F2316,MINI_CART,DND48,400,1
F2316,YMAL,DND48,100,1
F2318,REPLACEMENT,F2320-F09A,200,1
F2318,REPLACEMENT,F8163-F03A,200,1
F2318,REPLACEMENT,F2330-F09A,200,1
F2318,REPLACEMENT,F2330-F04A,200,1
F2318,REPLACEMENT,F2330-F03A,200,1
F2318,REPLACEMENT,F2310-F09A,200,1
F2318,REPLACEMENT,F2320-F03A,200,1
F2318,REPLACEMENT,F2320-F01A,200,1
F2322,GIFTWRAP,GW6VB,400,1
F2322,GIFTWRAP,GW6BW,500,1
F2322,GIFTMSG,GM,200,1
F2336,GIFTMSG,GM,0,1
F2336,GIFTWRAP,GW6BW,0,1
F2336,GIFTWRAP,GW6VB,0,1
F2363,REPLACEMENT,F2365-F09A,200,1
F2363,REPLACEMENT,F2365-F03A,200,1
F2363,REPLACEMENT,F2365-F01A,200,1
F2369,GIFTWRAP,GW6BW,0,1
F2369,GIFTMSG,GM,0,1
F2369,GIFTWRAP,GW6VB,0,1
F2375,GIFTMSG,GM,0,1
F2375,GIFTWRAP,GW6BW,0,1
F2375,GIFTWRAP,GW6VB,0,1
F2379,REPLACEMENT,F2381-G09A,200,1
F2379,REPLACEMENT,F2381-G03A,200,1
F2379,REPLACEMENT,F2381-G02A,200,1
F2379,REPLACEMENT,F2381-G01A,200,1
F2389,REPLACEMENT,F2391-G03A,200,1
F2389,REPLACEMENT,F2391-G01A,200,1
F2389,REPLACEMENT,F2381-G09A,200,1
F2393,GIFTWRAP,GW6BW,0,1
F2393,GIFTWRAP,GW6VB,0,1
F2393,GIFTMSG,GM,0,1
F2393,REPLACEMENT,F2395-G04A,200,1
F2393,REPLACEMENT,F2395-G03A,200,1
F2393,REPLACEMENT,F2395-G02A,200,1
F2393,REPLACEMENT,F2395-G01A,200,1
F2397,REPLACEMENT,F2399-G09A,200,1
F2397,REPLACEMENT,F2399-G04A,200,1
F2397,REPLACEMENT,F2399-G03A,200,1
F2397,REPLACEMENT,F2399-G02A,200,1
F2397,REPLACEMENT,F2399-G01A,200,1
F2400,REPLACEMENT,G2000-G05A,200,1
F2400,REPLACEMENT,F2402-G03A,200,1
F2400,REPLACEMENT,F2402-G02A,200,1
F2400,REPLACEMENT,F2399-G09A,200,1
F2408,GIFTWRAP,GW6VB,400,1
F2408,SHOPPING_CART,F9566,200,1
F2408,GIFTMSG,GM,200,1
F2408,SHOPPING_CART,BKC23,900,1
F2408,SHOPPING_CART,F6213,700,1
F2408,SHOPPING_CART,F6569,300,1
F2408,GIFTWRAP,GW6BW,500,1
F4190,MINI_CART,CKK13,300,1
F4368,GIFTWRAP,GW6VB,400,1
F4368,SHOPPING_CART,F9566,200,1
F4368,SHOPPING_CART,F6213,700,1
F4368,GIFTMSG,GM,200,1
F4368,SHOPPING_CART,BKC23,900,1
F4368,SHOPPING_CART,F6569,300,1
F4368,GIFTWRAP,GW6BW,500,1
F4638,COORD,F2488,300,1
F4638,SHOPPING_CART,F6569,300,1
F4638,MINI_CART,F2488,300,1
F4638,COORD,CKK20,500,1
F4638,MINI_CART,F4642,500,1
F4638,SHOPPING_CART,BKC23,900,1
F4638,SHOPPING_CART,F9566,200,1
F4638,COORD,F1098,200,1
F4638,SHOPPING_CART,F4670,500,1
F4638,GIFTMSG,GM,200,1
F4638,SHOPPING_CART,F6213,700,1
F4638,GIFTWRAP,GW6VB,400,1
F4638,GIFTWRAP,GW6BW,500,1
F4638,MINI_CART,CKK10,400,1
F4640,GIFTWRAP,GW6BW,500,1
F4640,GIFTWRAP,GW6VB,400,1
F4640,SHOPPING_CART,F6569,300,1
F4640,SHOPPING_CART,F6213,700,1
F4640,MINI_CART,F4642,500,1
F4640,COORD,CKK20,400,1
F4640,SHOPPING_CART,F4670,500,1
F4640,COORD,F1098,300,1
F4640,MINI_CART,F2032,300,1
F4640,SHOPPING_CART,BKC23,900,1
F4640,GIFTMSG,GM,200,1
F4640,SHOPPING_CART,F9566,200,1
F4640,COORD,F2032,200,1
F4640,MINI_CART,F8253,200,1
F4642,MINI_CART,F2486,300,1
F4642,MINI_CART,F4670,500,1
F4642,COORD,CKK20,400,1
F4642,GIFTMSG,GM,200,1
F4642,COORD,F4640,200,1
F4642,MINI_CART,F2032,300,1
F4642,GIFTWRAP,GW6BW,500,1
F4642,GIFTWRAP,GW6VB,400,1
F4656,GIFTWRAP,GW6VB,400,1
F4656,GIFTMSG,GM,200,1
F4656,GIFTWRAP,GW6BW,500,1
F4662,GIFTWRAP,GW6VB,400,1
F4672,SHOPPING_CART,F9566,200,1
F4672,COORD,F8286,500,1
F4672,SHOPPING_CART,BKC23,900,1
F4672,GIFTMSG,GM,200,1
F4672,MINI_CART,F4640,500,1
F4672,SHOPPING_CART,F6569,300,1
F4672,MINI_CART,F8253,200,1
F4672,COORD,F4670,200,1
F4672,COORD,CKK10,300,1
F4672,MINI_CART,CKK20,400,1
F4672,MINI_CART,CKK21,500,1
F4672,MINI_CART,CKK12,300,1
F4740,GIFTWRAP,GW6VB,400,1
F4740,MINI_CART,F8670,500,1
F4740,SHOPPING_CART,BKB81,500,1
F4740,SHOPPING_CART,F6569,300,1
F4740,GIFTMSG,GM,200,1
F4740,SHOPPING_CART,BKC23,800,1
F4740,SHOPPING_CART,F9566,200,1
F4740,GIFTWRAP,GW6BW,500,1
F4740,MINI_CART,DNX54,0,1
F4740,SHOPPING_CART,DNY04,400,1
F4740,MINI_CART,06BUN90,0,1
F4879-GF1A,GIFTMSG,GM,200,1
F4879-GF1A,MINI_CART,DNJ68,0,1
F4881-GF1A,MINI_CART,DNJ68,0,1
F4881-GF1A,GIFTMSG,GM,200,1
F4883-GF1A,GIFTMSG,GM,200,1
F4883-GF1A,MINI_CART,DNJ68,0,1
F4885-GF1A,MINI_CART,DNJ68,0,1
F4885-GF1A,GIFTMSG,GM,200,1
F4893-GF1A,GIFTMSG,GM,200,1
F4893-GF1A,MINI_CART,DNJ68,0,1
F4897-GF1A,MINI_CART,DNJ68,0,1
F4897-GF1A,GIFTMSG,GM,200,1
F4899-GF1A,GIFTMSG,GM,200,1
F4899-GF1A,MINI_CART,DNJ68,0,1
F4901-GF1A,GIFTMSG,GM,200,1
F4901-GF1A,MINI_CART,DNJ68,0,1
F4902-GF1A,GIFTMSG,GM,200,1
F4902-GF1A,MINI_CART,DNJ68,0,1
F4929-GF1A,MINI_CART,DNJ68,0,1
F4929-GF1A,GIFTMSG,GM,200,1
F4931-GF1A,GIFTMSG,GM,200,1
F4931-GF1A,MINI_CART,DNJ68,0,1
F4933-GF1A,GIFTMSG,GM,200,1
F4933-GF1A,MINI_CART,DNJ68,0,1
CLF84,GIFTMSG,GM,500,1
CLF84,GIFTWRAP,GW6BW,300,1
CLF84,GIFTWRAP,GW6VB,200,1
CLF84,SHOPPING_CART,BKC23,800,1
CLF84,SHOPPING_CART,F6569,300,1
CLF84,SHOPPING_CART,F9566,200,1
CLF85,REPLACEMENT,11002-73985,200,1
CLF85,REPLACEMENT,11002-73984,200,1
CLF85,REPLACEMENT,11002-73983,200,1
CLF85,REPLACEMENT,11002-73982,200,1
CLF85,REPLACEMENT,11002-73981,200,1
CLF85,REPLACEMENT,11002-73980,200,1
CLF85,REPLACEMENT,11002-73979,200,1
CLF85,REPLACEMENT,11002-73978,200,1
CLF85,REPLACEMENT,11002-73977,200,1
CLF85,COORD,CLF72,300,1
CLF85,GIFTMSG,GM,500,1
CLF85,GIFTWRAP,GW6BW,300,1
CLF85,GIFTWRAP,GW6VB,200,1
CLF85,MINI_CART,BKB81,200,1
CLF85,SHOPPING_CART,BKC23,800,1
CLF85,SHOPPING_CART,F6569,300,1
CLF85,SHOPPING_CART,F9566,200,1
CLF86,GIFTMSG,GM,500,1
CLF86,GIFTWRAP,GW6BW,300,1
CLF86,GIFTWRAP,GW6VB,200,1
CLF86,SHOPPING_CART,BKC23,800,1
CLF86,SHOPPING_CART,F6569,300,1
CLF86,SHOPPING_CART,F9566,200,1
CLF87,COORD,CLF85,400,1
CLF87,COORD,CLF72,500,1
CLF87,GIFTMSG,GM,500,1
CLF87,GIFTWRAP,GW6BW,300,1
CLF87,GIFTWRAP,GW6VB,200,1
CLF87,SHOPPING_CART,BKC23,800,1
CLF87,SHOPPING_CART,F6569,300,1
CLF87,SHOPPING_CART,F9566,200,1
CLF89,GIFTMSG,GM,500,1
CLF89,GIFTWRAP,GW6BW,300,1
CLF89,GIFTWRAP,GW6VB,200,1
CHG89,GIFTWRAP,GW6VB,400,1
CHG89,GIFTWRAP,GW6BW,500,1
CHG89,GIFTMSG,GM,200,1
CHG89,COORD,BKD39,400,1
CHG89,COORD,BKD31,500,1
DKM86,REPLACEMENT,11005-93174,600,1
DKM86,REPLACEMENT,11005-93173,500,1
DKM86,REPLACEMENT,11005-93172,400,1
DKM86,REPLACEMENT,11005-93171,300,1
DKM86,REPLACEMENT,11005-93170,200,1
DKM86,COORD,DKH82,200,1
DKM86,SHOPPING_CART,DKH84,900,1
DKM86,SHOPPING_CART,DNP53,800,1
DKM86,SHOPPING_CART,F3746,700,1
DKM86,SHOPPING_CART,F6569,600,1
DKM86,SHOPPING_CART,DKH91,400,1
DKM86,SHOPPING_CART,DKH90,200,1
DKM86,GIFTWRAP,GW6VB,500,1
DKM86,GIFTWRAP,GW6BW,200,1
DKM86,GIFTMSG,GM,200,1
DKM86,MINI_CART,DKH98,500,1
DKM86,MINI_CART,DKH85,400,1
DKM86,MINI_CART,DKH86,300,1
DKM86,MINI_CART,DKH83,200,1
DKM86,QUICK,F9566,200,1
DKM86,COORD,DKH90,500,1
DKM86,COORD,DKH84,400,1
DKM86,COORD,02BUN05,300,1
DKM87,SHOPPING_CART,DMK33,900,1
DKM87,SHOPPING_CART,DMK32,800,1
DKM87,SHOPPING_CART,F9566,600,1
DKM87,SHOPPING_CART,DKH89,300,1
DKM87,GIFTWRAP,GW6VB,500,1
DKM87,GIFTWRAP,GW6BW,200,1
DKM87,GIFTMSG,GM,200,1
DKM87,MINI_CART,DKH86,500,1
