MarketingContentAttachmentDescription
contentName,attachmentIdentifier,usageName,relationName,relationShortDescription,relationLongDescription,languageId,delete
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,靴の特売 1,靴の特売 1,,-10,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,신발 판매 1,신발 판매 1,,-9,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,鞋子特賣 1,鞋子特賣 1,,-8,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,鞋子促销 1,鞋子促销 1,,-7,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,Venda de Sapatos 1,Venda de Sapatos 1,,-6,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,Venta de calzado 1,Venta de calzado 1,,-5,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,Offerta scarpe 1,Offerta scarpe 1,,-4,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,Schuhe - Angebote 1,Schuhe - Angebote 1,,-3,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,Soldes sur les chaussures 1,Soldes sur les chaussures 1,,-2,0
GirlsShoes_Atct_1,GirlsShoes_Atct_1,NOUSAGE,Shoe Sale 1,Shoe Sale 1,,-1,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Wyprzedaż obuwia ,Wyprzedaż obuwia ,,-22,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Reduceri pantofi ,Reduceri pantofi ,,-21,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Распродажа обуви ,Распродажа обуви ,,-20,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,靴の特売,靴の特売,,-10,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,신발 판매,신발 판매,,-9,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,鞋子特賣,鞋子特賣,,-8,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,鞋子促销,鞋子促销,,-7,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Venda de Sapatos ,Venda de Sapatos ,,-6,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Venta de calzado,Venta de calzado,,-5,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Offerta scarpe ,Offerta scarpe ,,-4,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Schuhe - Angebote ,Schuhe - Angebote ,,-3,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Soldes sur les chaussures ,Soldes sur les chaussures ,,-2,0
GirlsShoes_Atct_2,GirlsShoes_Atct_2,NOUSAGE,Shoe Sale ,Shoe Sale ,,-1,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Koszulki i bluzki,Koszulki i bluzki,,-22,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Topuri,Topuri,,-21,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Футболки и топы,Футболки и топы,,-20,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,T シャツおよびトップス,T シャツおよびトップス,,-10,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,티셔츠 & 탑,티셔츠 & 탑,,-9,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,T 恤,T 恤,,-8,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,T 恤上装,T 恤上装,,-7,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Camisetas Tops,Camisetas Tops,,-6,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Camisetas/Polos/Bodies,Camisetas/Polos/Bodies,,-5,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Maglie e magliette,Maglie e magliette,,-4,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,T-Shirts - Oberteile,T-Shirts - Oberteile,,-3,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,T-shirts et hauts,T-shirts et hauts,,-2,0
GirlsTops_Atct_1,GirlsTops_Atct_1,NOUSAGE,Tees Tops,Tees Tops,,-1,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Ciepłe swetry,Ciepłe swetry,,-22,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Pulovere,Pulovere,,-21,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Теплые свитеры,Теплые свитеры,,-20,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,快適な暖かさのセーター,快適な暖かさのセーター,,-10,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,포근한 스웨터,포근한 스웨터,,-9,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,超暖毛衣,超暖毛衣,,-8,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,舒适毛衣,舒适毛衣,,-7,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Suéteres Quentes,Suéteres Quentes,,-6,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Jerséis calientes,Jerséis calientes,,-5,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Maglioni caldi,Maglioni caldi,,-4,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Warme Pullover,Warme Pullover,,-3,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Des pulls bien chauds,Des pulls bien chauds,,-2,0
GirlsTops_Atct_2,GirlsTops_Atct_2,NOUSAGE,Toasty Sweaters,Toasty Sweaters,,-1,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Wyprzedaż,Wyprzedaż,,-22,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Cravată de mătase,Cravată de mătase,,-21,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Шелковый галстук,Шелковый галстук,,-20,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,絹ネクタイ,絹ネクタイ,,-10,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,실크 타이,실크 타이,,-9,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,絲質領帶,絲質領帶,,-8,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,丝绸领带,丝绸领带,,-7,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Gravata de Seda,Gravata de Seda,,-6,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Corbata de seda,Corbata de seda,,-5,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Cravatta di seta,Cravatta di seta,,-4,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Seidenkrawatten,Seidenkrawatten,,-3,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Cravate en soie,Cravate en soie,,-2,0
MenAcc_Atct_1,MenAcc_Atct_1,NOUSAGE,Silk Tie,Silk Tie,,-1,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Garnitury,Garnitury,,-22,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Costume,Costume,,-21,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Приоденься,Приоденься,,-20,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,正装,正装,,-10,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,유니폼,유니폼,,-9,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,西裝,西裝,,-8,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,西装,西装,,-7,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Terno,Terno,,-6,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Trajes,Trajes,,-5,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Abito da uomo,Abito da uomo,,-4,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Anzüge,Anzüge,,-3,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Plein feu sur les costumes,Plein feu sur les costumes,,-2,0
MenAcc_Atct_2,MenAcc_Atct_2,NOUSAGE,Suit Up,Suit Up,,-1,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Modna skóra,Modna skóra,,-22,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Piele cool,Piele cool,,-21,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Модная кожа,Модная кожа,,-20,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,クール・レザー,クール・レザー,,-10,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,쿨 가죽 재킷,쿨 가죽 재킷,,-9,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,酷炫皮衣,酷炫皮衣,,-8,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,帅气皮衣,帅气皮衣,,-7,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Couro Moderno,Couro Moderno,,-6,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Piel moderna,Piel moderna,,-5,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Pelle nappa,Pelle nappa,,-4,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Cooles Leder,Cooles Leder,,-3,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Cuir super-cool,Cuir super-cool,,-2,0
MenJackets_Atct_1,MenJackets_Atct_1,NOUSAGE,Cool Leather,Cool Leather,,-1,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Luksusowy kaszmir,Luksusowy kaszmir,,-22,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Caşmir luxurios,Caşmir luxurios,,-21,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Роскошный кашемир,Роскошный кашемир,,-20,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,高級カシミヤ,高級カシミヤ,,-10,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,럭셔리 캐시미어,럭셔리 캐시미어,,-9,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,奢華喀什米爾羊毛,奢華喀什米爾羊毛,,-8,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,奢华羊绒,奢华羊绒,,-7,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Caxemira Luxuosa,Caxemira Luxuosa,,-6,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Cachemir de lujo,Cachemir de lujo,,-5,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Cashmere di lusso,Cashmere di lusso,,-4,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Luxuriöser Kaschmir,Luxuriöser Kaschmir,,-3,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Cachemire de luxe,Cachemire de luxe,,-2,0
MenJackets_Atct_2,MenJackets_Atct_2,NOUSAGE,Luxurious Cashmere,Luxurious Cashmere,,-1,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Spodnie dżinsowe,Spodnie dżinsowe,,-22,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Blugi,Blugi,,-21,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Джинсы,Джинсы,,-20,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,ジーンズ,ジーンズ,,-10,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,청바지,청바지,,-9,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,牛仔褲 ,牛仔褲 ,,-8,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,牛仔裤,牛仔裤,,-7,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Confortáveis,Confortáveis,,-6,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Tejanos,Tejanos,,-5,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Jeans,Jeans,,-4,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Jeans,Jeans,,-3,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Jeans,Jeans,,-2,0
MenPants_Atct_1,MenPants_Atct_1,NOUSAGE,Jeans,Jeans,,-1,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Wyprzedaż obuwia,Wyprzedaż obuwia,,-22,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Reduceri pantofi,Reduceri pantofi,,-21,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Распродажа обуви,Распродажа обуви,,-20,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,靴の特売,靴の特売,,-10,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,신발 판매,신발 판매,,-9,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,鞋子特賣,鞋子特賣,,-8,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,鞋子促销,鞋子促销,,-7,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Venda de Sapatos,Venda de Sapatos,,-6,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Venta de calzado,Venta de calzado,,-5,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Offerta scarpe,Offerta scarpe,,-4,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Herrenschuhe,Herrenschuhe,,-3,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Soldes sur les chaussures,Soldes sur les chaussures,,-2,0
MenPants_Atct_2,MenPants_Atct_2,NOUSAGE,Shoe Sale,Shoe Sale,,-1,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Proste T-shirty,Proste T-shirty,,-22,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Cămăşi normale,Cămăşi normale,,-21,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Базовые футболки,Базовые футболки,,-20,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,ベーシック T シャツ,ベーシック T シャツ,,-10,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,기본 티,기본 티,,-9,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,基本款 T 恤,基本款 T 恤,,-8,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,基本款 T 恤,基本款 T 恤,,-7,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Camisetas Básicas,Camisetas Básicas,,-6,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Camisetas básicas,Camisetas básicas,,-5,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Magliette basic,Magliette basic,,-4,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Basic-T-Shirts,Basic-T-Shirts,,-3,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,T-shirts basiques,T-shirts basiques,,-2,0
MenShirts_Atct_1,MenShirts_Atct_1,NOUSAGE,Basic Tees,Basic Tees,,-1,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Koszula wizytowa,Koszula wizytowa,,-22,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Cămaşă costum,Cămaşă costum,,-21,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Классическая мужская рубашка,Классическая мужская рубашка,,-20,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,ドレス・シャツ,ドレス・シャツ,,-10,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,정장 셔츠,정장 셔츠,,-9,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,正式襯衫,正式襯衫,,-8,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,礼服衬衫,礼服衬衫,,-7,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Camisa Social,Camisa Social,,-6,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Camisa de vestir,Camisa de vestir,,-5,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Camicia elegante,Camicia elegante,,-4,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Anzugshemd,Anzugshemd,,-3,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Chemise de ville,Chemise de ville,,-2,0
MenShirts_Atct_2,MenShirts_Atct_2,NOUSAGE,Dress Shirt,Dress Shirt,,-1,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Wyprzedaż obuwia,Wyprzedaż obuwia,,-22,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Reduceri pantofi,Reduceri pantofi,,-21,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Распродажа обуви,Распродажа обуви,,-20,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,靴の特売,靴の特売,,-10,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,신발 판매,신발 판매,,-9,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,鞋子特賣,鞋子特賣,,-8,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,鞋子促销,鞋子促销,,-7,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Venda de Sapatos,Venda de Sapatos,,-6,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Venta de calzado,Venta de calzado,,-5,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Offerta scarpe,Offerta scarpe,,-4,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Herrenschuhe,Herrenschuhe,,-3,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Soldes sur les chaussures,Soldes sur les chaussures,,-2,0
MenShoes_Atct_1,MenShoes_Atct_1,NOUSAGE,Shoe Sale,Shoe Sale,,-1,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Skórzane paski,Skórzane paski,,-22,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Curele de piele,Curele de piele,,-21,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Кожаные ремни,Кожаные ремни,,-20,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,革ベルト,革ベルト,,-10,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,가죽 벨트,가죽 벨트,,-9,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,皮帶,皮帶,,-8,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,皮带,皮带,,-7,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Cintos de Couro,Cintos de Couro,,-6,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Cinturones de piel ,Cinturones de piel ,,-5,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Cinture in pelle,Cinture in pelle,,-4,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Ledergürtel,Ledergürtel,,-3,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Ceintures en cuir,Ceintures en cuir,,-2,0
MenShoes_Atct_2,MenShoes_Atct_2,NOUSAGE,Leather Belts,Leather Belts,,-1,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Garnitury,Garnitury,,-22,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Costume,Costume,,-21,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Приоденься,Приоденься,,-20,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,正装,正装,,-10,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,유니폼,유니폼,,-9,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,西裝,西裝,,-8,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,西装,西装,,-7,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Terno,Terno,,-6,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Trajes,Trajes,,-5,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Abito da uomo,Abito da uomo,,-4,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Anzüge,Anzüge,,-3,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Plein feu sur les costumes,Plein feu sur les costumes,,-2,0
MenSuits_Atct_1,MenSuits_Atct_1,NOUSAGE,Suit Up,Suit Up,,-1,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Wyprzedaż,Wyprzedaż,,-22,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Cravată de mătase,Cravată de mătase,,-21,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Шелковый галстук,Шелковый галстук,,-20,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,絹ネクタイ,絹ネクタイ,,-10,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,실크 타이,실크 타이,,-9,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,絲質領帶,絲質領帶,,-8,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,丝绸领带,丝绸领带,,-7,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Gravata de Seda,Gravata de Seda,,-6,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Corbata de seda,Corbata de seda,,-5,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Cravatta di seta,Cravatta di seta,,-4,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Seidenkrawatten,Seidenkrawatten,,-3,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Cravate en soie,Cravate en soie,,-2,0
MenSuits_Atct_2,MenSuits_Atct_2,NOUSAGE,Silk Tie,Silk Tie,,-1,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Garnitury,Garnitury,,-22,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Costume,Costume,,-21,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Приоденься,Приоденься,,-20,0
MenRow1_Content,MenRow1_Content,NOUSAGE,正装,正装,,-10,0
MenRow1_Content,MenRow1_Content,NOUSAGE,유니폼,유니폼,,-9,0
MenRow1_Content,MenRow1_Content,NOUSAGE,西裝,西裝,,-8,0
MenRow1_Content,MenRow1_Content,NOUSAGE,西装,西装,,-7,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Terno,Terno,,-6,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Trajes,Trajes,,-5,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Abito da uomo,Abito da uomo,,-4,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Anzüge,Anzüge,,-3,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Plein feu sur les costumes,Plein feu sur les costumes,,-2,0
MenRow1_Content,MenRow1_Content,NOUSAGE,Suit Up,Suit Up,,-1,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Skórzane paski,Skórzane paski,,-22,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Curele de piele,Curele de piele,,-21,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Кожаные ремни,Кожаные ремни,,-20,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,革ベルト,革ベルト,,-10,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,가죽 벨트,가죽 벨트,,-9,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,皮帶,皮帶,,-8,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,皮带,皮带,,-7,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Cintos de Couro,Cintos de Couro,,-6,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Cinturones de piel ,Cinturones de piel ,,-5,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Cinture in pelle,Cinture in pelle,,-4,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Ledergürtel,Ledergürtel,,-3,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Ceintures en cuir,Ceintures en cuir,,-2,0
WAcc_Atct_1,WAcc_Atct_1,NOUSAGE,Leather Belts,Leather Belts,,-1,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Doskonała torebka,Doskonała torebka,,-22,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Geanta de mână perfectă,Geanta de mână perfectă,,-21,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Отличная сумка,Отличная сумка,,-20,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,最高のハンドバッグ,最高のハンドバッグ,,-10,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,완벽한 핸드백,완벽한 핸드백,,-9,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,完美手提包,完美手提包,,-8,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,完美手袋,完美手袋,,-7,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Bolsa de Mão Perfeita,Bolsa de Mão Perfeita,,-6,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Bolso perfecto,Bolso perfecto,,-5,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Borsetta perfetta,Borsetta perfetta,,-4,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Perfekte Handtasche,Perfekte Handtasche,,-3,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Sac à main idéal,Sac à main idéal,,-2,0
WAcc_Atct_2,WAcc_Atct_2,NOUSAGE,Perfect Handbag,Perfect Handbag,,-1,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Doskonała torebka,Doskonała torebka,,-22,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Geanta de mână perfectă,Geanta de mână perfectă,,-21,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Отличная сумка,Отличная сумка,,-20,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,最高のハンドバッグ,最高のハンドバッグ,,-10,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,완벽한 핸드백,완벽한 핸드백,,-9,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,完美手提包,完美手提包,,-8,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,完美手袋,完美手袋,,-7,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Bolsa de Mão Perfeita,Bolsa de Mão Perfeita,,-6,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Bolso perfecto,Bolso perfecto,,-5,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Borsetta perfetta,Borsetta perfetta,,-4,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Perfekte Handtasche,Perfekte Handtasche,,-3,0
WHB_Atct_1,WHB_Atct_1,NOUSAGE,Sac à main idéal,Sac à main idéal,,-2,0
