AttributeDictionaryAttributeAllowedValues
Identifier,ValueIdentifier,ValueUsage,Value,UnitOfMeasure,Image1,Image2,LanguageId
MenAccessoriesColor,Red,1,Red,C62,,,-1
MenAccessoriesColor,Blue,1,Blue,C62,,,-1
GirlsDressesSkirtsSize,6,1,6,C62,,,-1
GirlsDressesSkirtsSize,8,1,8,C62,,,-1
GirlsDressesSkirtsSize,10,1,10,C62,,,-1
GirlsDressesSkirtsSize,12,1,12,C62,,,-1
GirlsDressesSkirtsSize,2T,1,2T,C62,,,-1
GirlsDressesSkirtsSize,3T,1,3T,C62,,,-1
GirlsDressesSkirtsSize,4T,1,4T,C62,,,-1
GirlsDressesSkirtsSize,5T,1,5T,C62,,,-1
GirlsDressesSkirtsSize,12 mos,1,12 mos,C62,,,-1
GirlsDressesSkirtsSize,18 mos,1,18 mos,C62,,,-1
GirlsDressesSkirtsSize,24 mos,1,24 mos,C62,,,-1
GirlsDressesSkirtsSize,14,1,14,C62,,,-1
GirlsDressesSkirtsColor,Multi-color,1,Multi-color,C62,,,-1
GirlsDressesSkirtsColor,White,1,White,C62,,,-1
GirlsDressesSkirtsColor,Blue,1,Blue,C62,,,-1
GirlsDressesSkirtsColor,Peach,1,Peach,C62,,,-1
GirlsDressesSkirtsColor,Charcoal,1,Charcoal,C62,,,-1
GirlsDressesSkirtsColor,Black,1,Black,C62,,,-1
MenShirtsColor,Multi-color,1,Multi-color,C62,,,-1
MenShirtsColor,Blue,1,Blue,C62,,,-1
MenShirtsColor,Ivory,1,Ivory,C62,,,-1
MenShirtsColor,Light blue,1,Light blue,C62,,,-1
MenShirtsColor,Gray,1,Gray,C62,,,-1
MenShirtsColor,White,1,White,C62,,,-1
MenShirtsColor,Purple,1,Purple,C62,,,-1
MenShirtsColor,Black,1,Black,C62,,,-1
MenShirtsColor,Denim,1,Denim,C62,,,-1
MenShirtsColor,Taupe,1,Taupe,C62,,,-1
MenShirtsSize,XS,1,XS,C62,,,-1
MenShirtsSize,S,1,S,C62,,,-1
MenShirtsSize,M,1,M,C62,,,-1
MenShirtsSize,L,1,L,C62,,,-1
MenShirtsSize,XL,1,XL,C62,,,-1
MenShirtsSize,XXL,1,XXL,C62,,,-1
FurnitureType,Sofa,1,Sofa,C62,,,-1
FurnitureType,Table,1,Table,C62,,,-1
FurnitureType,Chair,1,Chair,C62,,,-1
FurnitureType,Wardrobe,1,Wardrobe,C62,,,-1
FurnitureType,Bed,1,Bed,C62,,,-1
FurnitureType,Chest of drawer,1,Chest of drawer,C62,,,-1
FurnitureType,Dining chair,1,Dining chair,C62,,,-1
FurnitureType,Study table,1,Study table,C62,,,-1
FurnitureColor,Black,1,Black,C62,,,-1
FurnitureColor,Red,1,Red,C62,,,-1
FurnitureColor,Brown,1,Brown,C62,,,-1
FurnitureColor,White,1,White,C62,,,-1
FurnitureColor,Blue,1,Blue,C62,,,-1
FurnitureColor,Dark brown,1,Dark brown,C62,,,-1
FurnitureColor,Light brown,1,Light brown,C62,,,-1
MenShoesShoe Size,8,1,8,,,,-1
MenShoesShoe Size,9,1,9,,,,-1
MenShoesShoe Size,10,1,10,,,,-1
MenShoesShoe Size,10.5,1,10.5,C62,,,-1
MenShoesShoe Size,11,1,11,C62,,,-1
MenShoesShoe Size,11.5,1,11.5,C62,,,-1
MenShoesShoe Size,12,1,12,C62,,,-1
MenShoesShoe Size,13,1,13,C62,,,-1
MenShoesColor,Black,1,Black,C62,,,-1
MenShoesColor,Cognac,1,Cognac,C62,,,-1
MenShoesColor,Brown,1,Brown,C62,,,-1
MenShoesColor,Tan,1,Tan,C62,,,-1
MenShoesColor,Gray,1,Gray,C62,,,-1
MenShoesColor,Navy,1,Navy,C62,,,-1
MenShoesColor,Multi-color,1,Multi-color,C62,,,-1
MenShoesColor,Dark brown,1,Dark brown,C62,,,-1
MenShoesColor,Black/red,1,Black/red,C62,,,-1
MenShoesColor,Blue,1,Blue,C62,,,-1
MenPantsInseam Length,30,1,30,C62,,,-1
MenPantsInseam Length,32,1,32,C62,,,-1
MenPantsInseam Length,34,1,34,C62,,,-1
MenPantsInseam Length,36,1,36,C62,,,-1
MenPantsWaist Size,34,1,34,C62,,,-1
MenPantsWaist Size,36,1,36,C62,,,-1
MenPantsWaist Size,38,1,38,C62,,,-1
MenPantsWaist Size,32,1,32,C62,,,-1
MenPantsWaist Size,40,1,40,C62,,,-1
MenPantsColor,Blue,1,Blue,C62,,,-1
MenPantsColor,Light Blue,1,Light Blue,C62,,,-1
MenPantsColor,Taupe,1,Taupe,C62,,,-1
MenPantsColor,Navy,1,Navy,C62,,,-1
MenPantsColor,Gray,1,Gray,C62,,,-1
MenPantsColor,Charcoal,1,Charcoal,C62,,,-1
KitchenwareMaterial,Stainless steel,1,Stainless steel,C62,,,-1
KitchenwareMaterial,Wood (birch),1,Wood (birch),C62,,,-1
KitchenwareMaterial,Wood (bamboo),1,Wood (bamboo),C62,,,-1
KitchenwareMaterial,Wood (cherry),1,Wood (cherry),C62,,,-1
KitchenwareMaterial,Wood (oak),1,Wood (oak),C62,,,-1
KitchenwareMaterial,Glass,1,Glass,C62,,,-1
KitchenwarePot material,Stainless steel,1,Stainless steel,C62,,,-1
KitchenwarePot material,Enamel-coated ceramic,1,Enamel-coated ceramic,C62,,,-1
KitchenwareLid material,Stainless steel,1,Stainless steel,C62,,,-1
KitchenwareContainer,Stainless steel,1,Stainless steel,C62,,,-1
KitchenwareContainer,Wood (oak),1,Wood (oak),C62,,,-1
KitchenwareHandle material,Stainless steel,1,Stainless steel,C62,,,-1
KitchenwareHandle material,Molded plastic,1,Molded plastic,C62,,,-1
KitchenwareHandle material,Enamel-coated ceramic,1,Enamel-coated ceramic,C62,,,-1
KitchenwareStyle,Oven mitten,1,Oven mitten,C62,,,-1
KitchenwareStyle,Square pot holder,1,Square pot holder,C62,,,-1
KitchenwareStyle,Conventional,1,Conventional,C62,,,-1
KitchenwareStyle,full length oven mitten,1,full length oven mitten,C62,,,-1
KitchenwareBlade material,Stainless steel,1,Stainless steel,C62,,,-1
KitchenwareColor,Blue,1,Blue,C62,,,-1
KitchenwareColor,Multi-color,1,Multi-color,C62,,,-1
WomenSkirtsColor,Blue,1,Blue,C62,,,-1
WomenSkirtsColor,Green,1,Green,C62,,,-1
WomenSkirtsColor,Black,1,Black,C62,,,-1
WomenSkirtsColor,Gray,1,Gray,C62,,,-1
WomenSkirtsColor,Multi-color,1,Multi-color,C62,,,-1
WomenSkirtsColor,Orange,1,Orange,C62,,,-1
WomenSkirtsSize,XS,1,XS,C62,,,-1
WomenSkirtsSize,S,1,S,C62,,,-1
WomenSkirtsSize,M,1,M,C62,,,-1
WomenSkirtsSize,L,1,L,C62,,,-1
WomenSkirtsSize,XL,1,XL,C62,,,-1
WomenSkirtsSize,XXL,1,XXL,C62,,,-1
WomenSkirtsSize,XXXL,1,XXXL,C62,,,-1
LightingColor,Red,1,Red,C62,,,-1
LightingColor,White,1,White,C62,,,-1
LightingColor,Silver,1,Silver,C62,,,-1
LightingColor,Clear,1,Clear,C62,,,-1
LightingColor,Black,1,Black,C62,,,-1
LightingColor,Chocolate,1,Chocolate,C62,,,-1
LightingColor,Ivory,1,Ivory,C62,,,-1
LightingColor,Gray,1,Gray,C62,,,-1
LightingColor,Orange,1,Orange,C62,,,-1
WomenSweatersSize,XS,1,XS,,,,-1
WomenSweatersSize,S,1,S,,,,-1
WomenSweatersSize,M,1,M,,,,-1
WomenSweatersSize,L,1,L,,,,-1
WomenSweatersSize,XL,1,XL,,,,-1
WomenSweatersColor,Black,1,Black,,,,-1
WomenSweatersColor,Pink,1,Pink,,,,-1
WomenSweatersColor,Purple,1,Purple,,,,-1
WomenSweatersColor,Gray,1,Gray,,,,-1
WomenSweatersColor,White,1,White,,,,-1
WomenSweatersColor,Multi-color,1,Multi-color,,,,-1
WomenAccessoriesSize,46,1,46,,,,-1
DairyType,Butter,1,Butter,C62,,,-1
DairyType,Milk,1,Milk,C62,,,-1
DairyType,Cheese,1,Cheese,C62,,,-1
DairyType,Yogourt,1,Yogourt,C62,,,-1
DairyType,Eggs,1,Eggs,C62,,,-1
DairyBrand,Madisons Choice,1,Madisons Choice,C62,,,-1
DairyBrand,Oxford Organics,1,Oxford Organics,C62,,,-1
DairyBrand,Delissima,1,Delissima,C62,,,-1
DairyBrand,Pierre's Fromage,1,Pierre's Fromage,C62,,,-1
FruitType,Citrus,1,Citrus,C62,,,-1
FruitType,Berries,1,Berries,C62,,,-1
FruitType,Tropical,1,Tropical,C62,,,-1
FruitType,Pears,1,Pears,C62,,,-1
FruitType,Grapes,1,Grapes,C62,,,-1
FruitType,Peaches,1,Peaches,C62,,,-1
FruitType,Apples,1,Apples,C62,,,-1
FruitBrand,Sunshine,1,Sunshine,C62,,,-1
FruitBrand,Oxford Orchards,1,Oxford Orchards,C62,,,-1
FruitBrand,California Sun,1,California Sun,C62,,,-1
FruitBrand,Winston Organics,1,Winston Organics,C62,,,-1
WomenShoesShoe Size,XS,1,XS,,,,-1
WomenShoesShoe Size,S,1,S,,,,-1
WomenShoesShoe Size,M,1,M,,,,-1
WomenShoesShoe Size,L,1,L,,,,-1
WomenShoesShoe Size,XL,1,XL,,,,-1
WomenShoesShoe Size,XXL,1,XXL,,,,-1
WomenShoesShoe Size,XXXL,1,XXXL,,,,-1
WomenShoesColor,Black,1,Black,,,,-1
WomenShoesColor,Multi-color,1,Multi-color,,,,-1
WomenShoesColor,Red,1,Red,,,,-1
WomenShoesColor,Silver,1,Silver,,,,-1
WomenShoesColor,Brown,1,Brown,,,,-1
WomenShoesColor,Gray,1,Gray,,,,-1
WomenShirtsBlousesSize,XS,1,XS,C62,,,-1
WomenShirtsBlousesSize,S,1,S,C62,,,-1
WomenShirtsBlousesSize,M,1,M,C62,,,-1
WomenShirtsBlousesSize,L,1,L,C62,,,-1
WomenShirtsBlousesSize,XL,1,XL,C62,,,-1
WomenShirtsBlousesSize,XXL,1,XXL,C62,,,-1
WomenShirtsBlousesSize,XXXL,1,XXXL,C62,,,-1
WomenShirtsBlousesColor,White,1,White,C62,,,-1
WomenShirtsBlousesColor,Brown,1,Brown,C62,,,-1
WomenShirtsBlousesColor,Multi-color,1,Multi-color,C62,,,-1
WomenShirtsBlousesColor,Blue,1,Blue,C62,,,-1
WomenShirtsBlousesColor,Pink,1,Pink,C62,,,-1
WomenShirtsBlousesColor,Gray,1,Gray,C62,,,-1
WomenShirtsBlousesColor,Beige,1,Beige,C62,,,-1
WomenShirtsBlousesColor,Black,1,Black,C62,,,-1
WomenShirtsBlousesColor,Red,1,Red,C62,,,-1
MeatType,Fish,1,Fish,C62,,,-1
MeatType,Beef,1,Beef,C62,,,-1
MeatType,Salmon,1,Salmon,C62,,,-1
MeatType,Chicken,1,Chicken,C62,,,-1
MeatType,Red Snapper,1,Red Snapper,C62,,,-1
MeatType,Lamb,1,Lamb,C62,,,-1
MeatType,Pork,1,Pork,C62,,,-1
MeatType,Lobster,1,Lobster,C62,,,-1
MeatBrand,Delissima,1,Delissima,C62,,,-1
MeatBrand,Winston Organics,1,Winston Organics,C62,,,-1
MeatBrand,Captain Stewarts,1,Captain Stewarts,C62,,,-1
MeatBrand,Hampton Poultry,1,Hampton Poultry,C62,,,-1
MeatBrand,Madisons Choice,1,Madisons Choice,C62,,,-1
MeatBrand,Australia Lamb Co.,1,Australia Lamb Co.,C62,,,-1
VegetablesBrand,Oxford Orchards,1,Oxford Orchards,C62,,,-1
VegetablesBrand,Winston Organics,1,Winston Organics,C62,,,-1
VegetablesBrand,Bluthe Potato Co.,1,Bluthe Potato Co.,C62,,,-1
VegetablesBrand,California Sun,1,California Sun,C62,,,-1
VegetablesType,Peas,1,Peas,C62,,,-1
VegetablesType,Lettuce,1,Lettuce,C62,,,-1
VegetablesType,Bell Peppers,1,Bell Peppers,C62,,,-1
WomenPantsColor,Blue,1,Blue,,,,-1
WomenPantsColor,Black,1,Black,,,,-1
WomenPantsColor,Gray,1,Gray,,,,-1
WomenPantsColor,Brown,1,Brown,,,,-1
WomenPantsColor,Beige,1,Beige,,,,-1
WomenPantsSize,XS,1,XS,,,,-1
WomenPantsSize,S,1,S,,,,-1
WomenPantsSize,M,1,M,,,,-1
WomenPantsSize,L,1,L,,,,-1
WomenPantsSize,XL,1,XL,,,,-1
BoysPantsColor,Blue,1,Blue,C62,,,-1
BoysPantsColor,Black,1,Black,C62,,,-1
BoysPantsColor,Gray,1,Gray,C62,,,-1
BoysPantsSize,S,1,S,C62,,,-1
BoysPantsSize,M,1,M,C62,,,-1
BoysPantsSize,L,1,L,C62,,,-1
BoysPantsSize,XL,1,XL,C62,,,-1
BoysShoesColor,Black,1,Black,C62,,,-1
BoysShoesColor,Brown,1,Brown,C62,,,-1
BoysShoesColor,Blue,1,Blue,C62,,,-1
BoysShoesColor,Orange,1,Orange,C62,,,-1
BoysShoesColor,Maroon,1,Maroon,C62,,,-1
BoysShoesSize,1,1,1,C62,,,-1
BoysShoesSize,2,1,2,C62,,,-1
BoysShoesSize,3,1,3,C62,,,-1
BoysShoesSize,4,1,4,C62,,,-1
BoysShoesSize,5,1,5,C62,,,-1
BoysShoesSize,5.5,1,5.5,C62,,,-1
BoysShoesSize,6,1,6,C62,,,-1
BoysShoesSize,6.5,1,6.5,C62,,,-1
BoysShoesSize,7,1,7,C62,,,-1
BoysShoesSize,7.5,1,7.5,C62,,,-1
BoysShoesSize,8,1,8,C62,,,-1
BoysShoesSize,8.5,1,8.5,C62,,,-1
BoysShoesSize,9,1,9,C62,,,-1
BoysShoesSize,9.5,1,9.5,C62,,,-1
BoysShoesSize,10,1,10,C62,,,-1
VegetablesType,Cucumbers,1,Cucumbers,C62,,,-1
VegetablesType,Onions,1,Onions,C62,,,-1
VegetablesType,Red potatoes,1,Red potatoes,C62,,,-1
VegetablesType,Tomatoes,1,Tomatoes,C62,,,-1
VegetablesType,Broccoli,1,Broccoli,C62,,,-1
VegetablesType,Carrots,1,Carrots,C62,,,-1
VegetablesType,Eggplant,1,Eggplant,C62,,,-1
VegetablesType,Cabbages,1,Cabbages,C62,,,-1
MedicinceCategory,Cold Relief,1,Cold Relief,C62,,,-1
MedicinceCategory,Immune Booster,1,Immune Booster,C62,,,-1
MedicinceCategory,Naturopathic,1,Naturopathic,C62,,,-1
MedicinceCategory,Pain relief,1,Pain relief,C62,,,-1
MedicinceCategory,Cold and sinus relief,1,Cold and sinus relief,C62,,,-1
MedicinceCategory,Cold and flu relief,1,Cold and flu relief,C62,,,-1
MedicinceType,Lozenge,1,Lozenge,C62,,,-1
MedicinceType,Tablet,1,Tablet,C62,,,-1
MedicinceType,Pill,1,Pill,C62,,,-1
MedicinceType,Capsule,1,Capsule,C62,,,-1
MedicinceType,Liquid,1,Liquid,C62,,,-1
ComputersTabletsSize,"7""",1,"7""",C62,,,-1
ComputersTabletsSize,"4""",1,"4""",C62,,,-1
ComputersTabletsSize,"5""",1,"5""",C62,,,-1
ComputersTabletsSize,"10""",1,"10""",C62,,,-1
ComputersTabletsSize,"8""",1,"8""",C62,,,-1
ComputersTabletsBattery Life,12 hours,1,12 hours,C62,,,-1
ComputersTabletsBattery Life,8 hours,1,8 hours,C62,,,-1
ComputersTabletsBattery Life,24 hours,1,24 hours,C62,,,-1
ComputersTabletsBattery Life,4 hours,1,4 hours,C62,,,-1
ComputersTabletsBrand,DVR Technics,1,DVR Technics,C62,,,-1
ComputersTabletsBrand,Adelee Plus,1,Adelee Plus,C62,,,-1
ComputersTabletsBrand,Eye Dee Team,1,Eye Dee Team,C62,,,-1
ComputersTabletsStorage,16 GB,1,16 GB,C62,,,-1
ComputersTabletsStorage,8 GB,1,8 GB,C62,,,-1
ComputersTabletsStorage,32 GB,1,32 GB,C62,,,-1
ComputersTabletsStorage,64 GB,1,64 GB,C62,,,-1
ComputersAccessoriesBrand,Eye Dee Team,1,Eye Dee Team,C62,,,-1
ComputersAccessoriesBrand,Adelee Plus,1,Adelee Plus,C62,,,-1
ComputersAccessoriesBrand,DVR Technics,1,DVR Technics,C62,,,-1
ComputersAccessoriesSize,"24""",1,"24""",C62,,,-1
ComputersAccessoriesSpeed,15 ppm,1,15 ppm,C62,,,-1
ComputersAccessoriesSpeed,150 Mbps,1,150 Mbps,C62,,,-1
ComputersComponentsOperating System Class,Server,1,Server,C62,,,-1
ComputersComponentsOperating System Class,Workstation,1,Workstation,C62,,,-1
ComputersComponentsRecording Speed,8x,1,8x,C62,,,-1
ComputersComponentsRecording Speed,16x,1,16x,C62,,,-1
ComputersComponentsVRAM,1 GB,1,1 GB,C62,,,-1
ComputersComponentsVRAM,3 GB,1,3 GB,C62,,,-1
ComputersComponentsRAM Size,2 GB,1,2 GB,C62,,,-1
ComputersComponentsRAM Size,4 GB,1,4 GB,C62,,,-1
ComputersComponentsRAM Size,8 GB,1,8 GB,C62,,,-1
ComputersComponentsSize,4.7 GB,1,4.7 GB,C62,,,-1
ComputersComponentsSize,8.5 GB,1,8.5 GB,C62,,,-1
ComputersComponentsSize,500 GB,1,500 GB,C62,,,-1
ComputersComponentsSize,1000 GB,1,1000 GB,C62,,,-1
ComputersComponentsSize,2000 GB,1,2000 GB,C62,,,-1
ComputersComponentsCores,4-core,1,4-core,C62,,,-1
ComputersComponentsCores,6-core,1,6-core,C62,,,-1
ComputersComponentsCores,8-core,1,8-core,C62,,,-1
ComputersDesktopsBrand,DVR Technics,1,DVR Technics,C62,,,-1
ComputersDesktopsBrand,Adelee Plus,1,Adelee Plus,C62,,,-1
ComputersDesktopsMemory,2 GB,1,2 GB,C62,,,-1
ComputersDesktopsMemory,4 GB,1,4 GB,C62,,,-1
ComputersDesktopsMemory,8 GB,1,8 GB,C62,,,-1
ComputersDesktopsHard Drive,500 GB,1,500 GB,C62,,,-1
ComputersDesktopsHard Drive,1000 GB,1,1000 GB,C62,,,-1
ComputersDesktopsHard Drive,2000 GB,1,2000 GB,C62,,,-1
ComputersLaptopsBrand,Eye Dee Team,1,Eye Dee Team,C62,,,-1
ComputersLaptopsBrand,Adelee Plus,1,Adelee Plus,C62,,,-1
ComputersLaptopsBrand,DVR Technics,1,DVR Technics,C62,,,-1
ComputersLaptopsBattery Life,2 hours,1,2 hours,C62,,,-1
ComputersLaptopsBattery Life,3 hours,1,3 hours,C62,,,-1
ComputersLaptopsBattery Life,6 hours,1,6 hours,C62,,,-1
ComputersLaptopsBattery Life,8 hours,1,8 hours,C62,,,-1
ComputersLaptopsMemory,2 GB,1,2 GB,C62,,,-1
ComputersLaptopsMemory,4 GB,1,4 GB,C62,,,-1
ComputersLaptopsMemory,8 GB,1,8 GB,C62,,,-1
ComputersLaptopsWeight,1 lb,1,1 lb,C62,,,-1
ComputersLaptopsWeight,2 lb,1,2 lb,C62,,,-1
ComputersLaptopsWeight,3 lb,1,3 lb,C62,,,-1
CareInstructions,"<strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry",1,"<strong>Fabric care:</strong> &nbsp;Machine wash cold, delicate cycle. Tumble dry low.",,,,-1
CareInstructions,"Brushing curly hair is not advised. Finger-style your doll's hair for best results.<li><strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry</li>",1,"Brushing curly hair is not advised. Finger-style your doll&#8217;s hair for best results.<li><strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry</li>",,,,-1
CareInstructions,"A doll hair brush works best for styling these dolls' hair.<li><strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry</li>",1,"A doll hair brush works best for styling these dolls' hair.<li><strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry</li>",,,,-1
CareInstructions,A doll hair brush works best for styling this doll's hair.,1,A doll hair brush works best for styling this doll's hair.,,,,-1
CareInstructions,"A doll hair pick works best for styling these dolls' hair.<li><strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry</li>",1,"A doll hair pick works best for styling these dolls' hair.<li><strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry</li>",,,,-1
CareInstructions,A doll hair pick works best for styling this doll's hair.,1,A doll hair pick works best for styling this doll's hair.,,,,-1
CareInstructions,"Brushing curly hair is not advised. Finger-style your doll's hair for best results.<li><strong>Fabric care:</strong>&nbsp; Hand wash in cold water, line dry</li>",1,"Brushing curly hair is not advised. Finger-style your doll's hair for best results.<li><strong>Fabric care:</strong>&nbsp; Hand wash in cold water, line dry</li>",,,,-1
CareInstructions,"A doll hair pick works best for styling this doll's hair.<Strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry. </li>",1,"A doll hair pick works best for styling this doll's hair.<Strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry. </li>",,,,-1
CareInstructions,"A doll brush works best for styling this doll's hair.<Strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry. </li>",1,"A doll brush works best for styling this doll's hair.<Strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry. </li>",,,,-1
CareInstructions,"A doll brush works best for styling this doll's hair.<Strong>Fabric care:</strong>&nbsp; Hand wash in cold water, line dry. </li>",1,"A doll brush works best for styling this doll's hair.<Strong>Fabric care:</strong>&nbsp; Hand wash in cold water, line dry. </li>",,,,-1
CareInstructions,<strong>Fabric care:</strong>&nbsp; Wipe clean wih a damp cloth.,1,<strong>Fabric care:</strong>&nbsp; Wipe clean wih a damp cloth.,,,,-1
CareInstructions,"A doll hair pick works best for styling this doll's hair.<Strong>Fabric care:</strong> Hand wash in cold water, line dry. </li>",1,"A doll hair pick works best for styling this doll's hair.<Strong>Fabric care:</strong> Hand wash in cold water, line dry. </li>",,,,-1
CareInstructions,"A doll hair brush works best for styling this doll's hair.<li><strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry</li>",1,"A doll hair brush works best for styling this doll's hair.<li><strong>Fabric care:</strong> &nbsp;Hand wash in cold water, line dry</li>",,,,-1
Character,Lindsey,1,Lindsey,,,,-1
CarSeriesName,HWC&#8482; Series Two Flying Customs&#8482;,1,HWC&#8482; Series Two Flying Customs&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Two Neo-Classics&#8482;,1,HWC&#8482; Series Two Neo-Classics&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Two Super Chromes&#8482;,1,HWC&#8482; Series Two Super Chromes&#8482;,,,,-1
CarSeriesName,HWC&#8482; Special Editions,1,HWC&#8482; Special Editions,,,,-1
CarSeriesName,International Raceway,1,International Raceway,,,,-1
CarSeriesName,Italy Toy Fair,1,Italy Toy Fair,,,,-1
CarSeriesName,Japan Hot Wheels Convention,1,Japan Hot Wheels Convention,,,,-1
CarSeriesName,Jones Soda Promo,1,Jones Soda Promo,,,,-1
CarSeriesName,Larry Wood World Tour,1,Larry Wood World Tour,,,,-1
CarSeriesName,Lost Cars of China&#8482;,1,Lost Cars of China&#8482;,,,,-1
CarSeriesName,Mattel Employee Christmas Car,1,Mattel Employee Christmas Car,,,,-1
CarSeriesName,Mattel Toy Fair 2003,1,Mattel Toy Fair 2003,,,,-1
CarSeriesName,Mattel Toy Fair 2004,1,Mattel Toy Fair 2004,,,,-1
CarSeriesName,Mattel Toy Store,1,Mattel Toy Store,,,,-1
CarSeriesName,Mobil Oil 4-Car Series,1,Mobil Oil 4-Car Series,,,,-1
CarSeriesName,Mystery Car mail-in 2005,1,Mystery Car mail-in 2005,,,,-1
CarSeriesName,Official Hot Wheels&#174; Custom Car Show - Japan,1,Official Hot Wheels&#174; Custom Car Show - Japan,,,,-1
CarSeriesName,Red Line Club&#8482; Exclusives,1,Red Line Club&#8482; Exclusives,,,,-1
CarSeriesName,Red Line Club&#8482; Rewards Priority Cars 2006,1,Red Line Club&#8482; Rewards Priority Cars 2006,,,,-1
CarSeriesName,Red Line Club&#8482; Rewards Priority Cars 2007,1,Red Line Club&#8482; Rewards Priority Cars 2007,,,,-1
CarSeriesName,Red Line Club&#8482; Rewards Priority Cars 2008,1,Red Line Club&#8482; Rewards Priority Cars 2008,,,,-1
CarSeriesName,Red Line Club&#8482; Rewards Priority Cars 2009,1,Red Line Club&#8482; Rewards Priority Cars 2009,,,,-1
CarSeriesName,Red Line Club&#8482; Rewards Priority Cars 2010,1,Red Line Club&#8482; Rewards Priority Cars 2010,,,,-1
CarSeriesName,Red Line Club&#8482; Rewards Priority Cars 2011,1,Red Line Club&#8482; Rewards Priority Cars 2011,,,,-1
CarSeriesName,Red Line Club&#8482; Rewards Priority Cars 2012,1,Red Line Club&#8482; Rewards Priority Cars 2012,,,,-1
CarSeriesName,Red Line Club&#8482; sELECTIONs&#8482; 2004,1,Red Line Club&#8482; sELECTIONs&#8482; 2004,,,,-1
CarSeriesName,Red Line Club&#8482; sELECTIONs&#8482; 2005,1,Red Line Club&#8482; sELECTIONs&#8482; 2005,,,,-1
CarSeriesName,Red Line Club&#8482; sELECTIONs&#8482; 2006,1,Red Line Club&#8482; sELECTIONs&#8482; 2006,,,,-1
CarSeriesName,Red Line Club&#8482; sELECTIONs&#8482; 2007,1,Red Line Club&#8482; sELECTIONs&#8482; 2007,,,,-1
CarSeriesName,Red Line Club&#8482; sELECTIONs&#8482; 2008,1,Red Line Club&#8482; sELECTIONs&#8482; 2008,,,,-1
CarSeriesName,San Diego Comic-Con,1,San Diego Comic-Con,,,,-1
CarSeriesName,Snake & Mongoose 35th Anniversary,1,Snake & Mongoose 35th Anniversary,,,,-1
CarSeriesName,Woodward Dream Cruise,1,Woodward Dream Cruise,,,,-1
CarWheelType,2PC5SP (2-piece 5-spoke),1,2PC5SP (2-piece 5-spoke),,,,-1
CarWheelType,2PC6SP (2-piece 6-spoke),1,2PC6SP (2-piece 6-spoke),,,,-1
CarWheelType,3SP (3-spoke),1,3SP (3-spoke),,,,-1
CarWheelType,5Sp (Five-spoke wheels),1,5Sp (Five-spoke wheels),,,,-1
CarWheelType,5SP/DW,1,5SP/DW,,,,-1
CarWheelType,5Sp/Gdyr (Five-spoke wheels w/Goodyear tampo),1,5Sp/Gdyr (Five-spoke wheels w/Goodyear tampo),,,,-1
CarWheelType,5Sp/rs,1,5Sp/rs,,,,-1
CarWheelType,5Sp/ws (Five-spoke wheels w/white stripes),1,5Sp/ws (Five-spoke wheels w/white stripes),,,,-1
CarWheelType,7SP (7-spoke),1,7SP (7-spoke),,,,-1
CarWheelType,7Sp/ws,1,7Sp/ws,,,,-1
CarWheelType,8SCT,1,8SCT,,,,-1
CarWheelType,Bk 7SP/gyr (Black 7-spoke wheels with &#34;Goodyear&#34; tampo),1,Bk 7SP/gyr (Black 7-spoke wheels with &#34;Goodyear&#34; tampo),,,,-1
CarWheelType,Bl PR5 (Blue PR5),1,Bl PR5 (Blue PR5),,,,-1
CarWheelType,BW,1,BW,,,,-1
CarWheelType,BW/5SP,1,BW/5SP,,,,-1
CarWheelType,BW/Fs&ws (Blackwall style wheels w/Firestone & white stripe tampo),1,BW/Fs&ws (Blackwall style wheels w/Firestone & white stripe tampo),,,,-1
CarWheelType,CM,1,CM,,,,-1
CarWheelType,Gd 2PC5SP (Gold two-piece 5-spoke wheels),1,Gd 2PC5SP (Gold two-piece 5-spoke wheels),,,,-1
Character,"Marie-Grace, Cecile",1,"Marie-Grace, Cecile",,,,-1
MarketingAge,3-36 Months,1,3-36 Months,,,,-1
Character,Timothy,1,Timothy,,,,-1
Character,Marion,1,Marion,,,,-1
Character,Scrap Monster,1,Scrap Monster,,,,-1
Character,Gator,1,Gator,,,,-1
PlayPattern,Tale of the Brave,1,Tale of the Brave,,,,-1
MarketingAge,Birth-6 Months,1,Birth-6 Months,,,,-1
Location,Left,1,Left,,,,-1
Location,Both,1,Both,,,,-1
Location,Right,1,Right,,,,-1
MarketingAge,8-12,1,8-12,,,,-1
Character,Oliver,1,Oliver,,,,-1
